Date;SBA;OAK;BUR;FAT;LAX;SMF;SAN;SFO;SJC
2017-06-24;260;290;200;;280;170;300;280;310
2017-06-25;260;260;110;;250;170;320;290;330
2017-06-26;120;260;160;;280;170;190;290;310
2017-06-27;130;260;150;;240;170;310;290;300
2017-06-28;150;260;200;;;140;190;280;280
2017-06-29;210;260;190;;230;170;190;310;280
2017-06-30;230;270;120;;250;180;270;290;290
2017-07-01;260;250;190;;240;150;200;290;300
2017-07-02;270;290;180;;260;170;210;290;130
2017-07-03;260;300;110;;280;190;290;270;280
2017-07-04;270;300;130;;260;180;300;290;300
2017-07-05;130;280;200;;250;210;220;280;320
2017-07-06;240;280;;;260;170;300;290;310
2017-07-07;140;290;110;;280;320;200;270;310
2017-07-08;250;260;170;130;150;170;200;270;330
2017-07-09;150;280;120;;150;180;170;270;280
2017-07-10;270;280;180;;240;140;240;300;290
2017-07-11;250;280;;;260;170;280;310;290
2017-07-12;270;300;;;280;170;290;280;320
2017-07-13;260;300;210;;280;200;310;290;300
2017-07-14;260;300;90;;280;190;290;280;300
2017-07-15;180;280;120;;240;150;220;280;310
2017-07-16;270;280;210;;260;330;200;280;320
2017-07-17;270;280;160;310;240;240;230;300;300
2017-07-18;260;270;220;300;250;190;280;290;320
2017-07-19;300;260;160;360;260;190;260;280;350
2017-07-20;270;240;160;;270;190;220;290;310
2017-07-21;250;280;110;;270;190;300;290;310
2017-07-22;250;310;100;;240;140;200;290;310
2017-07-23;260;300;210;;250;190;220;290;310
2017-07-24;280;230;90;;260;230;280;280;190
2017-07-25;280;300;150;;260;200;280;290;330
2017-07-26;260;290;110;;250;210;290;270;310
2017-07-27;250;290;80;300;270;320;300;270;300
2017-07-28;260;280;180;;220;190;240;270;320
2017-07-29;250;310;180;;260;180;230;260;290
2017-07-30;280;290;90;;260;170;300;290;310
2017-07-31;140;290;100;290;270;160;300;290;290
2017-08-01;250;300;160;;250;160;230;200;280
2017-08-02;250;300;130;130;260;180;330;250;320
2017-08-03;260;310;110;;260;160;190;290;340
2017-08-04;250;320;150;130;260;170;250;290;320
2017-08-05;240;280;170;;240;140;250;290;310
2017-08-06;260;280;130;;270;160;270;290;290
2017-08-07;250;270;180;;250;170;280;290;310
2017-08-08;250;260;240;;260;170;300;290;300
2017-08-09;280;250;130;;250;170;300;300;310
2017-08-10;260;240;130;;270;170;290;290;290
2017-08-11;260;290;90;320;260;140;290;280;310
2017-08-12;110;260;120;;280;180;280;280;320
2017-08-13;250;260;240;;290;180;290;290;310
2017-08-14;280;240;170;320;250;180;230;280;340
2017-08-15;280;250;150;;250;180;270;270;330
2017-08-16;260;300;150;;270;190;290;290;290
2017-08-17;260;290;220;;250;150;300;250;310
2017-08-18;240;300;220;;260;180;270;280;280
2017-08-19;260;300;190;;240;150;270;280;300
2017-08-20;280;310;150;;260;170;220;270;340
2017-08-21;260;290;110;;270;130;280;240;290
2017-08-22;270;280;90;;260;170;290;240;290
2017-08-23;80;290;190;;280;80;270;270;300
2017-08-24;250;250;220;;260;180;300;290;310
2017-08-25;280;290;190;;240;170;210;290;310
2017-08-26;270;300;100;;260;320;300;300;300
2017-08-27;;300;110;;260;20;300;290;290
2017-08-28;250;290;130;;250;350;320;250;320
2017-08-29;140;260;120;;260;180;290;260;310
2017-08-30;240;240;110;;270;160;300;270;280
2017-08-31;250;300;110;;270;330;160;280;310
2017-09-01;270;320;30;;260;310;300;260;330
2017-09-02;140;290;140;;140;330;330;290;300
2017-09-03;140;310;210;120;300;200;110;290;130
2017-09-04;100;320;180;;160;170;180;290;180
2017-09-05;270;300;150;;240;140;290;290;290
2017-09-06;240;270;210;;250;200;280;280;330
2017-09-07;90;230;80;320;270;230;290;280;300
2017-09-08;80;310;170;;230;180;300;280;290
2017-09-09;;290;130;;260;160;280;290;280
2017-09-10;170;310;120;;250;320;290;270;290
2017-09-11;310;300;90;;260;120;300;290;170
2017-09-12;;320;;;270;150;300;210;300
2017-09-13;270;240;150;;240;200;290;320;180
2017-09-14;270;260;210;350;270;190;330;210;300
2017-09-15;40;250;190;;260;320;280;290;340
2017-09-16;260;290;180;320;280;140;290;300;280
2017-09-17;;200;140;;270;200;290;290;300
2017-09-18;90;270;170;;250;190;270;290;320
2017-09-19;230;260;240;;280;340;210;300;310
2017-09-20;250;290;110;;240;220;200;270;290
2017-09-21;270;280;210;320;280;310;290;250;300
2017-09-22;270;250;160;;280;160;250;260;300
2017-09-23;150;270;170;;260;350;230;280;310
2017-09-24;260;270;200;;250;300;300;300;330
2017-09-25;240;280;180;;260;330;310;280;320
2017-09-26;;20;240;170;250;320;220;280;290
2017-09-27;250;280;140;300;240;260;300;280;310
2017-09-28;280;270;190;;280;190;310;270;290
2017-09-29;130;270;140;300;260;170;330;270;320
2017-09-30;80;260;130;310;280;330;220;290;320
2017-10-01;230;260;170;310;270;330;190;270;330
2017-10-02;260;270;200;260;250;330;190;280;340
2017-10-03;150;280;190;270;250;340;220;280;350
2017-10-04;250;320;220;360;270;340;290;280;300
2017-10-05;250;300;230;320;270;290;300;290;300
2017-10-06;;280;240;120;290;340;330;290;310
2017-10-07;220;290;190;150;260;180;330;270;300
2017-10-08;140;360;190;290;140;330;200;260;310
2017-10-09;290;20;330;190;280;330;290;270;310
2017-10-10;270;310;160;160;260;170;290;280;310
2017-10-11;250;250;210;310;250;350;290;270;300
2017-10-12;260;270;230;290;270;320;270;280;310
2017-10-13;250;300;220;310;260;340;300;270;310
2017-10-14;;30;80;290;280;340;330;270;20
2017-10-15;250;170;170;340;10;350;320;270;290
2017-10-16;;300;270;360;260;350;310;360;330
2017-10-17;220;310;130;290;260;320;310;20;330
2017-10-18;160;280;110;90;270;160;160;280;310
2017-10-19;250;280;250;310;230;270;170;270;320
2017-10-20;270;280;350;310;260;250;300;270;290
2017-10-21;350;300;340;320;280;330;310;280;310
2017-10-22;190;310;100;300;270;330;340;130;310
2017-10-23;250;20;140;130;280;40;300;140;290
2017-10-24;280;40;50;270;240;20;320;280;350
2017-10-25;260;310;230;10;280;340;300;290;310
2017-10-26;140;300;140;300;230;300;220;290;310
2017-10-27;260;300;130;300;280;360;330;260;320
2017-10-28;140;290;100;290;280;190;300;270;310
2017-10-29;80;240;130;280;260;140;180;280;290
2017-10-30;250;250;150;320;200;190;210;280;280
2017-10-31;140;290;90;330;150;160;150;130;330
2017-11-01;270;270;;260;250;180;260;130;330
2017-11-02;220;280;200;180;210;190;230;280;160
2017-11-03;160;140;160;180;290;170;320;280;140
2017-11-04;270;270;190;300;250;180;290;280;310
2017-11-05;260;290;140;310;250;190;300;300;330
2017-11-06;90;280;130;290;250;340;310;280;340
2017-11-07;210;260;210;190;240;330;320;250;340
2017-11-08;240;140;110;160;250;170;300;290;140
2017-11-09;270;190;210;160;270;190;310;280;160
2017-11-10;170;270;;270;250;190;290;210;280
2017-11-11;210;300;200;140;270;200;280;200;300
2017-11-12;210;140;200;210;240;220;300;270;290
2017-11-13;140;150;110;140;300;170;290;270;60
2017-11-14;50;300;200;180;280;360;310;280;310
2017-11-15;250;170;110;110;250;160;320;270;160
2017-11-16;260;170;290;130;260;150;310;170;90
2017-11-17;270;290;130;330;240;330;290;200;310
2017-11-18;;320;250;290;270;340;300;220;290
2017-11-19;280;290;200;290;270;160;310;270;360
2017-11-20;140;170;100;210;260;330;300;150;130
2017-11-21;280;90;310;310;280;340;290;220;310
2017-11-22;280;140;260;310;280;330;320;280;320
2017-11-23;240;310;200;300;270;160;310;190;280
2017-11-24;160;300;90;140;290;360;180;190;320
2017-11-25;140;300;180;140;260;160;180;340;190
2017-11-26;270;160;100;330;270;200;280;270;90
2017-11-27;280;240;350;300;270;260;280;300;270
2017-11-28;260;260;;300;280;330;210;350;300
2017-11-29;270;270;;140;280;340;210;90;280
2017-11-30;260;310;190;350;280;320;330;340;320
2017-12-01;240;280;170;300;260;270;290;280;300
2017-12-02;260;210;120;260;260;180;290;290;310
2017-12-03;150;320;190;310;250;270;290;180;290
2017-12-04;250;20;40;290;360;340;220;280;30
2017-12-05;270;40;20;150;30;330;310;290;290
2017-12-06;250;50;20;10;210;300;320;280;120
2017-12-07;270;160;20;130;100;350;50;280;160
2017-12-08;280;40;210;340;280;340;310;;320
2017-12-09;280;100;40;170;60;340;310;280;260
2017-12-10;270;120;320;170;290;330;320;230;130
2017-12-11;270;210;330;150;290;320;310;290;270
2017-12-12;230;300;90;310;260;280;340;20;310
2017-12-13;270;300;110;90;280;330;320;130;320
2017-12-14;230;310;120;170;290;150;310;70;300
2017-12-15;260;280;200;290;290;290;320;140;300
2017-12-16;30;330;120;290;140;340;200;180;320
2017-12-17;280;30;40;300;360;330;240;70;280
2017-12-18;220;300;210;100;230;360;290;140;310
2017-12-19;130;220;140;140;190;190;270;190;320
2017-12-20;110;200;360;300;10;200;300;10;280
2017-12-21;180;40;30;160;330;340;290;280;320
2017-12-22;270;300;150;140;290;300;340;290;310
2017-12-23;230;100;140;190;280;320;310;270;260
2017-12-24;260;260;80;280;280;300;300;340;340
2017-12-25;30;310;170;210;270;320;300;360;260
2017-12-26;270;310;100;310;290;330;290;320;310
2017-12-27;200;290;190;300;280;360;320;270;340
2017-12-28;240;310;270;90;270;180;320;280;360
2017-12-29;260;240;110;310;280;20;150;10;300
2017-12-30;260;270;220;320;260;340;320;50;310
2017-12-31;280;310;130;200;280;290;300;40;320
2018-01-01;270;260;110;140;280;160;290;360;310
2018-01-02;250;140;330;70;270;340;310;10;270
2018-01-03;260;200;250;310;240;80;230;270;120
2018-01-04;250;240;200;190;290;70;300;20;180
2018-01-05;250;290;200;170;270;200;310;20;300
2018-01-06;120;230;190;320;300;150;330;130;320
2018-01-07;150;130;100;160;250;330;290;10;330
2018-01-08;120;140;130;130;90;320;170;10;110
2018-01-09;160;290;190;130;260;150;160;40;270
2018-01-10;330;180;100;360;130;170;280;150;120
2018-01-11;160;310;340;350;270;180;330;140;300
2018-01-12;260;280;310;280;280;340;310;180;290
2018-01-13;250;80;80;310;310;160;300;270;250
2018-01-14;240;120;260;240;240;310;220;290;270
2018-01-15;260;280;110;80;260;50;300;150;350
2018-01-16;150;300;280;270;270;20;300;350;310
